,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr
204,205,2011-07-24,3,0,7,0,0,0,1.0,0.83,0.794829,0.550833,0.169171,18.0,2556.0,152.0,11.546751826917545
205,206,2011-07-25,3,0,7,0,1,1,1.0,0.743333,0.720958,0.757083,0.0908083,568.0,123.0,152.0,11.546751826917545
206,207,2011-07-26,3,0,7,0,2,1,1.0,0.771667,0.696979,0.540833,0.200258,18.0,123.0,152.0,11.546751826917545
207,208,2011-07-27,3,0,7,0,3,1,1.0,0.775,0.690667,0.402917,0.183463,18.0,123.0,152.0,11.546751826917545
208,209,2011-07-28,3,0,7,0,4,1,1.0,0.779167,0.7399,0.583333,0.178479,606.0,123.0,152.0,11.546751826917545
209,210,2011-07-29,3,0,7,0,5,1,1.0,0.838333,0.785967,0.5425,0.174138,670.0,123.0,152.0,11.546751826917545
210,211,2011-07-30,3,0,7,0,6,0,1.0,0.804167,0.728537,0.465833,0.168537,18.0,123.0,152.0,11.546751826917545
211,212,2011-07-31,3,0,7,0,0,0,1.0,0.805833,0.729796,0.480833,0.164813,18.0,123.0,152.0,11.546751826917545
212,213,2011-08-01,3,0,8,0,1,1,1.0,0.771667,0.703292,0.550833,0.156717,18.0,123.0,152.0,11.546751826917545
213,214,2011-08-02,3,0,8,0,2,1,1.0,0.783333,0.707071,0.49125,0.20585,18.0,123.0,152.0,11.546751826917545
214,215,2011-08-03,3,0,8,0,3,1,2.0,0.731667,0.679937,0.6575,0.135583,467.0,123.0,152.0,11.546751826917545
215,216,2011-08-04,3,0,8,0,4,1,2.0,0.71,0.664788,0.7575,0.19715,18.0,123.0,152.0,11.546751826917545
216,217,2011-08-05,3,0,8,0,5,1,1.0,0.710833,0.656567,0.630833,0.184696,18.0,123.0,152.0,11.546751826917545
217,218,2011-08-06,3,0,8,0,6,0,2.0,0.716667,0.676154,0.755,0.22825,18.0,123.0,152.0,11.546751826917545
218,219,2011-08-07,3,0,8,0,0,0,1.0,0.7425,0.715292,0.752917,0.201487,18.0,2487.0,152.0,11.546751826917545
219,220,2011-08-08,3,0,8,0,1,1,1.0,0.765,0.703283,0.592083,0.192175,18.0,123.0,152.0,11.546751826917545
220,221,2011-08-09,3,0,8,0,2,1,1.0,0.775,0.724121,0.570417,0.151121,18.0,123.0,152.0,11.546751826917545
221,222,2011-08-10,3,0,8,0,3,1,1.0,0.766667,0.684983,0.424167,0.200258,18.0,123.0,152.0,11.546751826917545
222,223,2011-08-11,3,0,8,0,4,1,1.0,0.7175,0.651521,0.42375,0.164796,18.0,123.0,152.0,11.546751826917545
223,224,2011-08-12,3,0,8,0,5,1,1.0,0.708333,0.654042,0.415,0.125621,18.0,123.0,152.0,11.546751826917545
224,225,2011-08-13,3,0,8,0,6,0,2.0,0.685833,0.645858,0.729583,0.211454,18.0,123.0,152.0,11.546751826917545
225,226,2011-08-14,3,0,8,0,0,0,2.0,0.676667,0.624388,0.8175,0.222633,18.0,2482.0,152.0,11.546751826917545
226,227,2011-08-15,3,0,8,0,1,1,1.0,0.665833,0.616167,0.712083,0.208954,18.0,123.0,152.0,11.546751826917545
227,228,2011-08-16,3,0,8,0,2,1,1.0,0.700833,0.645837,0.578333,0.236329,18.0,123.0,152.0,11.546751826917545
228,229,2011-08-17,3,0,8,0,3,1,1.0,0.723333,0.666671,0.575417,0.143667,668.0,123.0,152.0,11.546751826917545
229,230,2011-08-18,3,0,8,0,4,1,1.0,0.711667,0.662258,0.654583,0.233208,639.0,123.0,152.0,11.546751826917545
230,231,2011-08-19,3,0,8,0,5,1,2.0,0.685,0.633221,0.722917,0.139308,18.0,123.0,152.0,11.546751826917545
231,232,2011-08-20,3,0,8,0,6,0,1.0,0.6975,0.648996,0.674167,0.104467,18.0,123.0,152.0,11.546751826917545
232,233,2011-08-21,3,0,8,0,0,0,1.0,0.710833,0.675525,0.77,0.248754,18.0,123.0,152.0,11.546751826917545
233,234,2011-08-22,3,0,8,0,1,1,1.0,0.691667,0.638254,0.47,0.27675,18.0,123.0,152.0,11.546751826917545
234,235,2011-08-23,3,0,8,0,2,1,1.0,0.640833,0.606067,0.455417,0.146763,18.0,123.0,152.0,11.546751826917545
235,236,2011-08-24,3,0,8,0,3,1,1.0,0.673333,0.630692,0.605,0.253108,18.0,123.0,152.0,11.546751826917545
236,237,2011-08-25,3,0,8,0,4,1,2.0,0.684167,0.645854,0.771667,0.210833,435.0,123.0,152.0,11.546751826917545
237,238,2011-08-26,3,0,8,0,5,1,1.0,0.7,0.659733,0.76125,0.0839625,18.0,123.0,152.0,11.546751826917545
238,239,2011-08-27,3,0,8,0,6,0,2.0,0.68,0.635556,0.85,0.375617,226.0,889.0,1115.0,11.546751826917545
239,240,2011-08-28,3,0,8,0,0,0,1.0,0.707059,0.647959,0.561765,0.304659,18.0,123.0,152.0,11.546751826917545
240,241,2011-08-29,3,0,8,0,1,1,1.0,0.636667,0.607958,0.554583,0.159825,18.0,123.0,152.0,11.546751826917545
241,242,2011-08-30,3,0,8,0,2,1,1.0,0.639167,0.594704,0.548333,0.125008,18.0,123.0,152.0,11.546751826917545
242,243,2011-08-31,3,0,8,0,3,1,1.0,0.656667,0.611121,0.597917,0.0833333,688.0,123.0,152.0,11.546751826917545
243,244,2011-09-01,3,0,9,0,4,1,1.0,0.655,0.614921,0.639167,0.141796,18.0,123.0,152.0,11.546751826917545
244,245,2011-09-02,3,0,9,0,5,1,2.0,0.643333,0.604808,0.727083,0.139929,18.0,123.0,152.0,11.546751826917545
245,246,2011-09-03,3,0,9,0,6,0,1.0,0.669167,0.633213,0.716667,0.185325,18.0,2549.0,152.0,11.546751826917545
246,247,2011-09-04,3,0,9,0,0,0,1.0,0.709167,0.665429,0.742083,0.206467,18.0,2419.0,152.0,11.546751826917545
247,248,2011-09-05,3,0,9,1,1,0,2.0,0.673333,0.625646,0.790417,0.212696,18.0,2115.0,152.0,11.546751826917545
248,249,2011-09-06,3,0,9,0,2,1,3.0,0.54,0.5152,0.886957,0.343943,204.0,2506.0,2710.0,11.546751826917545
249,250,2011-09-07,3,0,9,0,3,1,3.0,0.599167,0.544229,0.917083,0.0970208,118.0,1878.0,1996.0,11.546751826917545
250,251,2011-09-08,3,0,9,0,4,1,3.0,0.633913,0.555361,0.939565,0.192748,153.0,1689.0,1842.0,11.546751826917545
251,252,2011-09-09,3,0,9,0,5,1,2.0,0.65,0.578946,0.897917,0.124379,417.0,123.0,152.0,11.546751826917545
252,253,2011-09-10,3,0,9,0,6,0,1.0,0.66,0.607962,0.75375,0.153608,18.0,123.0,152.0,11.546751826917545
253,254,2011-09-11,3,0,9,0,0,0,1.0,0.653333,0.609229,0.71375,0.115054,18.0,123.0,152.0,11.546751826917545
254,255,2011-09-12,3,0,9,0,1,1,1.0,0.644348,0.60213,0.692174,0.088913,690.0,123.0,152.0,11.546751826917545
255,256,2011-09-13,3,0,9,0,2,1,1.0,0.650833,0.603554,0.7125,0.141804,701.0,123.0,152.0,11.546751826917545
256,257,2011-09-14,3,0,9,0,3,1,1.0,0.673333,0.6269,0.697083,0.1673,647.0,123.0,152.0,11.546751826917545
257,258,2011-09-15,3,0,9,0,4,1,2.0,0.5775,0.553671,0.709167,0.271146,428.0,123.0,152.0,11.546751826917545
258,259,2011-09-16,3,0,9,0,5,1,2.0,0.469167,0.461475,0.590417,0.164183,18.0,123.0,152.0,11.546751826917545
259,260,2011-09-17,3,0,9,0,6,0,2.0,0.491667,0.478512,0.718333,0.189675,18.0,123.0,152.0,11.546751826917545
260,261,2011-09-18,3,0,9,0,0,0,1.0,0.5075,0.490537,0.695,0.178483,18.0,123.0,152.0,11.546751826917545
261,262,2011-09-19,3,0,9,0,1,1,2.0,0.549167,0.529675,0.69,0.151742,691.0,123.0,152.0,11.546751826917545
262,263,2011-09-20,3,0,9,0,2,1,2.0,0.561667,0.532217,0.88125,0.134954,438.0,123.0,152.0,11.546751826917545
263,264,2011-09-21,3,0,9,0,3,1,2.0,0.595,0.550533,0.9,0.0964042,539.0,123.0,152.0,11.546751826917545
264,265,2011-09-22,3,0,9,0,4,1,2.0,0.628333,0.554963,0.902083,0.128125,555.0,123.0,152.0,11.546751826917545
265,266,2011-09-23,4,0,9,0,5,1,2.0,0.609167,0.522125,0.9725,0.0783667,258.0,2137.0,2395.0,11.546751826917545
266,267,2011-09-24,4,0,9,0,6,0,2.0,0.606667,0.564412,0.8625,0.0783833,18.0,123.0,152.0,11.546751826917545
267,268,2011-09-25,4,0,9,0,0,0,2.0,0.634167,0.572637,0.845,0.0503792,18.0,123.0,152.0,11.546751826917545
268,269,2011-09-26,4,0,9,0,1,1,2.0,0.649167,0.589042,0.848333,0.1107,684.0,123.0,152.0,11.546751826917545
269,270,2011-09-27,4,0,9,0,2,1,2.0,0.636667,0.574525,0.885417,0.118171,477.0,123.0,152.0,11.546751826917545
270,271,2011-09-28,4,0,9,0,3,1,2.0,0.635,0.575158,0.84875,0.148629,480.0,123.0,152.0,11.546751826917545
271,272,2011-09-29,4,0,9,0,4,1,1.0,0.616667,0.574512,0.699167,0.172883,653.0,123.0,152.0,11.546751826917545
272,273,2011-09-30,4,0,9,0,5,1,1.0,0.564167,0.544829,0.6475,0.206475,18.0,123.0,152.0,11.546751826917545
273,274,2011-10-01,4,0,10,0,6,0,2.0,0.41,0.412863,0.75375,0.292296,480.0,1949.0,2429.0,11.546751826917545
274,275,2011-10-02,4,0,10,0,0,0,2.0,0.356667,0.345317,0.791667,0.222013,616.0,2302.0,2918.0,11.546751826917545
275,276,2011-10-03,4,0,10,0,1,1,2.0,0.384167,0.392046,0.760833,0.0833458,330.0,123.0,152.0,11.546751826917545
276,277,2011-10-04,4,0,10,0,2,1,1.0,0.484167,0.472858,0.71,0.205854,486.0,123.0,152.0,11.546751826917545
277,278,2011-10-05,4,0,10,0,3,1,1.0,0.538333,0.527138,0.647917,0.17725,559.0,123.0,152.0,11.546751826917545
278,279,2011-10-06,4,0,10,0,4,1,1.0,0.494167,0.480425,0.620833,0.134954,639.0,123.0,152.0,11.546751826917545
279,280,2011-10-07,4,0,10,0,5,1,1.0,0.510833,0.504404,0.684167,0.0223917,18.0,123.0,152.0,11.546751826917545
280,281,2011-10-08,4,0,10,0,6,0,1.0,0.521667,0.513242,0.70125,0.0454042,18.0,123.0,152.0,11.546751826917545
281,282,2011-10-09,4,0,10,0,0,0,1.0,0.540833,0.523983,0.7275,0.06345,18.0,123.0,152.0,11.546751826917545
282,283,2011-10-10,4,0,10,1,1,0,1.0,0.570833,0.542925,0.73375,0.0423042,18.0,123.0,152.0,11.546751826917545
283,284,2011-10-11,4,0,10,0,2,1,2.0,0.566667,0.546096,0.80875,0.143042,667.0,123.0,152.0,11.546751826917545
284,285,2011-10-12,4,0,10,0,3,1,3.0,0.543333,0.517717,0.90625,0.24815,217.0,2199.0,2416.0,11.546751826917545
285,286,2011-10-13,4,0,10,0,4,1,2.0,0.589167,0.551804,0.896667,0.141787,290.0,123.0,2913.0,11.546751826917545
286,287,2011-10-14,4,0,10,0,5,1,2.0,0.550833,0.529675,0.71625,0.223883,529.0,123.0,152.0,11.546751826917545
287,288,2011-10-15,4,0,10,0,6,0,1.0,0.506667,0.498725,0.483333,0.258083,18.0,123.0,152.0,11.546751826917545
288,289,2011-10-16,4,0,10,0,0,0,1.0,0.511667,0.503154,0.486667,0.281717,18.0,123.0,152.0,11.546751826917545
289,290,2011-10-17,4,0,10,0,1,1,1.0,0.534167,0.510725,0.579583,0.175379,713.0,123.0,152.0,11.546751826917545
290,291,2011-10-18,4,0,10,0,2,1,2.0,0.5325,0.522721,0.701667,0.110087,637.0,123.0,152.0,11.546751826917545
291,292,2011-10-19,4,0,10,0,3,1,3.0,0.541739,0.513848,0.895217,0.243339,254.0,2170.0,2424.0,11.546751826917545
292,293,2011-10-20,4,0,10,0,4,1,1.0,0.475833,0.466525,0.63625,0.422275,471.0,123.0,152.0,11.546751826917545
293,294,2011-10-21,4,0,10,0,5,1,1.0,0.4275,0.423596,0.574167,0.221396,676.0,123.0,152.0,11.546751826917545
294,295,2011-10-22,4,0,10,0,6,0,1.0,0.4225,0.425492,0.629167,0.0926667,18.0,123.0,152.0,11.546751826917545
295,296,2011-10-23,4,0,10,0,0,0,1.0,0.421667,0.422333,0.74125,0.0995125,18.0,123.0,152.0,11.546751826917545
296,297,2011-10-24,4,0,10,0,1,1,1.0,0.463333,0.457067,0.772083,0.118792,699.0,123.0,152.0,11.546751826917545
297,298,2011-10-25,4,0,10,0,2,1,1.0,0.471667,0.463375,0.622917,0.166658,695.0,123.0,152.0,11.546751826917545
298,299,2011-10-26,4,0,10,0,3,1,2.0,0.484167,0.472846,0.720417,0.148642,404.0,123.0,152.0,11.546751826917545
299,300,2011-10-27,4,0,10,0,4,1,2.0,0.47,0.457046,0.812917,0.197763,240.0,2419.0,2659.0,11.546751826917545
300,301,2011-10-28,4,0,10,0,5,1,2.0,0.330833,0.318812,0.585833,0.229479,456.0,123.0,152.0,11.546751826917545
301,302,2011-10-29,4,0,10,0,6,0,3.0,0.254167,0.227913,0.8825,0.351371,57.0,570.0,627.0,11.546751826917545
302,303,2011-10-30,4,0,10,0,0,0,1.0,0.319167,0.321329,0.62375,0.176617,18.0,2446.0,152.0,11.546751826917545
303,304,2011-10-31,4,0,10,0,1,1,1.0,0.34,0.356063,0.703333,0.10635,362.0,123.0,152.0,11.546751826917545
304,305,2011-11-01,4,0,11,0,2,1,1.0,0.400833,0.397088,0.68375,0.135571,410.0,123.0,152.0,11.546751826917545
305,306,2011-11-02,4,0,11,0,3,1,1.0,0.3775,0.390133,0.71875,0.0820917,370.0,123.0,152.0,11.546751826917545
306,307,2011-11-03,4,0,11,0,4,1,1.0,0.408333,0.405921,0.702083,0.136817,318.0,123.0,152.0,11.546751826917545
307,308,2011-11-04,4,0,11,0,5,1,2.0,0.403333,0.403392,0.6225,0.271779,470.0,123.0,152.0,11.546751826917545
308,309,2011-11-05,4,0,11,0,6,0,1.0,0.326667,0.323854,0.519167,0.189062,18.0,123.0,152.0,11.546751826917545
309,310,2011-11-06,4,0,11,0,0,0,1.0,0.348333,0.362358,0.734583,0.0920542,18.0,123.0,152.0,11.546751826917545
310,311,2011-11-07,4,0,11,0,1,1,1.0,0.395,0.400871,0.75875,0.057225,373.0,123.0,152.0,11.546751826917545
311,312,2011-11-08,4,0,11,0,2,1,1.0,0.408333,0.412246,0.721667,0.0690375,376.0,123.0,152.0,11.546751826917545
312,313,2011-11-09,4,0,11,0,3,1,1.0,0.4,0.409079,0.758333,0.0621958,305.0,123.0,152.0,11.546751826917545
313,314,2011-11-10,4,0,11,0,4,1,2.0,0.38,0.373721,0.813333,0.189067,190.0,123.0,2933.0,11.546751826917545
314,315,2011-11-11,4,0,11,1,5,0,1.0,0.324167,0.306817,0.44625,0.314675,440.0,123.0,152.0,11.546751826917545
315,316,2011-11-12,4,0,11,0,6,0,1.0,0.356667,0.357942,0.552917,0.212062,18.0,123.0,152.0,11.546751826917545
316,317,2011-11-13,4,0,11,0,0,0,1.0,0.440833,0.43055,0.458333,0.281721,18.0,123.0,152.0,11.546751826917545
317,318,2011-11-14,4,0,11,0,1,1,1.0,0.53,0.524612,0.587083,0.306596,595.0,123.0,152.0,11.546751826917545
318,319,2011-11-15,4,0,11,0,2,1,2.0,0.53,0.507579,0.68875,0.199633,449.0,123.0,152.0,11.546751826917545
319,320,2011-11-16,4,0,11,0,3,1,3.0,0.456667,0.451988,0.93,0.136829,145.0,1672.0,1817.0,11.546751826917545
320,321,2011-11-17,4,0,11,0,4,1,2.0,0.341667,0.323221,0.575833,0.305362,139.0,123.0,3053.0,11.546751826917545
321,322,2011-11-18,4,0,11,0,5,1,1.0,0.274167,0.272721,0.41,0.168533,245.0,123.0,152.0,11.546751826917545
322,323,2011-11-19,4,0,11,0,6,0,1.0,0.329167,0.324483,0.502083,0.224496,18.0,123.0,152.0,11.546751826917545
323,324,2011-11-20,4,0,11,0,0,0,2.0,0.463333,0.457058,0.684583,0.18595,18.0,123.0,152.0,11.546751826917545
324,325,2011-11-21,4,0,11,0,1,1,3.0,0.4475,0.445062,0.91,0.138054,220.0,2545.0,2765.0,11.546751826917545
325,326,2011-11-22,4,0,11,0,2,1,3.0,0.416667,0.421696,0.9625,0.118792,69.0,1538.0,1607.0,11.546751826917545
326,327,2011-11-23,4,0,11,0,3,1,2.0,0.440833,0.430537,0.757917,0.335825,112.0,2454.0,2566.0,11.546751826917545
327,328,2011-11-24,4,0,11,1,4,0,1.0,0.373333,0.372471,0.549167,0.167304,560.0,935.0,1495.0,11.546751826917545
328,329,2011-11-25,4,0,11,0,5,1,1.0,0.375,0.380671,0.64375,0.0988958,18.0,1697.0,2792.0,11.546751826917545
329,330,2011-11-26,4,0,11,0,6,0,1.0,0.375833,0.385087,0.681667,0.0684208,18.0,1819.0,3068.0,11.546751826917545
330,331,2011-11-27,4,0,11,0,0,0,1.0,0.459167,0.4558,0.698333,0.208954,18.0,2261.0,3071.0,11.546751826917545
331,332,2011-11-28,4,0,11,0,1,1,1.0,0.503478,0.490122,0.743043,0.142122,253.0,123.0,152.0,11.546751826917545
332,333,2011-11-29,4,0,11,0,2,1,2.0,0.458333,0.451375,0.830833,0.258092,96.0,123.0,2914.0,11.546751826917545
333,334,2011-11-30,4,0,11,0,3,1,1.0,0.325,0.311221,0.613333,0.271158,188.0,123.0,152.0,11.546751826917545
334,335,2011-12-01,4,0,12,0,4,1,1.0,0.3125,0.305554,0.524583,0.220158,182.0,123.0,152.0,11.546751826917545
335,336,2011-12-02,4,0,12,0,5,1,1.0,0.314167,0.331433,0.625833,0.100754,268.0,123.0,152.0,11.546751826917545
336,337,2011-12-03,4,0,12,0,6,0,1.0,0.299167,0.310604,0.612917,0.0957833,706.0,123.0,152.0,11.546751826917545
337,338,2011-12-04,4,0,12,0,0,0,1.0,0.330833,0.3491,0.775833,0.0839583,634.0,123.0,152.0,11.546751826917545
338,339,2011-12-05,4,0,12,0,1,1,2.0,0.385833,0.393925,0.827083,0.0622083,233.0,123.0,152.0,11.546751826917545
339,340,2011-12-06,4,0,12,0,2,1,3.0,0.4625,0.4564,0.949583,0.232583,126.0,2468.0,2594.0,11.546751826917545
340,341,2011-12-07,4,0,12,0,3,1,3.0,0.41,0.400246,0.970417,0.266175,50.0,655.0,705.0,11.546751826917545
341,342,2011-12-08,4,0,12,0,4,1,1.0,0.265833,0.256938,0.58,0.240058,150.0,123.0,152.0,11.546751826917545
342,343,2011-12-09,4,0,12,0,5,1,1.0,0.290833,0.317542,0.695833,0.0827167,261.0,123.0,152.0,11.546751826917545
343,344,2011-12-10,4,0,12,0,6,0,1.0,0.275,0.266412,0.5075,0.233221,502.0,123.0,3190.0,11.546751826917545
344,345,2011-12-11,4,0,12,0,0,0,1.0,0.220833,0.253154,0.49,0.0665417,377.0,2366.0,2743.0,11.546751826917545
345,346,2011-12-12,4,0,12,0,1,1,1.0,0.238333,0.270196,0.670833,0.06345,143.0,123.0,152.0,11.546751826917545
346,347,2011-12-13,4,0,12,0,2,1,1.0,0.2825,0.301138,0.59,0.14055,155.0,123.0,152.0,11.546751826917545
347,348,2011-12-14,4,0,12,0,3,1,2.0,0.3175,0.338362,0.66375,0.0609583,178.0,123.0,152.0,11.546751826917545
348,349,2011-12-15,4,0,12,0,4,1,2.0,0.4225,0.412237,0.634167,0.268042,181.0,123.0,152.0,11.546751826917545
349,350,2011-12-16,4,0,12,0,5,1,2.0,0.375,0.359825,0.500417,0.260575,178.0,123.0,152.0,11.546751826917545
350,351,2011-12-17,4,0,12,0,6,0,2.0,0.258333,0.249371,0.560833,0.243167,275.0,2464.0,2739.0,11.546751826917545
351,352,2011-12-18,4,0,12,0,0,0,1.0,0.238333,0.245579,0.58625,0.169779,220.0,2211.0,2431.0,11.546751826917545
352,353,2011-12-19,4,0,12,0,1,1,1.0,0.276667,0.280933,0.6375,0.172896,260.0,123.0,152.0,11.546751826917545
353,354,2011-12-20,4,0,12,0,2,1,2.0,0.385833,0.396454,0.595417,0.0615708,216.0,123.0,152.0,11.546751826917545
354,355,2011-12-21,1,0,12,0,3,1,2.0,0.428333,0.428017,0.858333,0.2214,107.0,2553.0,2660.0,11.546751826917545
355,356,2011-12-22,1,0,12,0,4,1,2.0,0.423333,0.426121,0.7575,0.047275,227.0,123.0,3068.0,11.546751826917545
356,357,2011-12-23,1,0,12,0,5,1,1.0,0.373333,0.377513,0.68625,0.274246,163.0,2046.0,2209.0,11.546751826917545
357,358,2011-12-24,1,0,12,0,6,0,1.0,0.3025,0.299242,0.5425,0.190304,155.0,856.0,1011.0,11.546751826917545
358,359,2011-12-25,1,0,12,0,0,0,1.0,0.274783,0.279961,0.681304,0.155091,303.0,451.0,754.0,11.546751826917545
359,360,2011-12-26,1,0,12,1,1,0,1.0,0.321739,0.315535,0.506957,0.239465,430.0,887.0,1317.0,11.546751826917545
360,361,2011-12-27,1,0,12,0,2,1,2.0,0.325,0.327633,0.7625,0.18845,103.0,1059.0,1162.0,11.546751826917545
361,362,2011-12-28,1,0,12,0,3,1,1.0,0.29913,0.279974,0.503913,0.293961,255.0,2047.0,2302.0,11.546751826917545
362,363,2011-12-29,1,0,12,0,4,1,1.0,0.248333,0.263892,0.574167,0.119412,254.0,2169.0,2423.0,11.546751826917545
363,364,2011-12-30,1,0,12,0,5,1,1.0,0.311667,0.318812,0.636667,0.134337,491.0,2508.0,2999.0,11.546751826917545
364,365,2011-12-31,1,0,12,0,6,0,1.0,0.41,0.414121,0.615833,0.220154,665.0,1820.0,2485.0,11.546751826917545
365,366,2012-01-01,1,1,1,0,0,0,1.0,0.37,0.375621,0.6925,0.192167,686.0,1608.0,2294.0,11.546751826917545
366,367,2012-01-02,1,1,1,1,1,0,1.0,0.273043,0.252304,0.381304,0.329665,244.0,1707.0,1951.0,11.546751826917545
367,368,2012-01-03,1,1,1,0,2,1,1.0,0.15,0.126275,0.44125,0.365671,89.0,2147.0,2236.0,11.546751826917545
368,369,2012-01-04,1,1,1,0,3,1,2.0,0.1075,0.119337,0.414583,0.1847,95.0,2273.0,2368.0,11.546751826917545
369,370,2012-01-05,1,1,1,0,4,1,1.0,0.265833,0.278412,0.524167,0.129987,140.0,123.0,152.0,11.546751826917545
370,371,2012-01-06,1,1,1,0,5,1,1.0,0.334167,0.340267,0.542083,0.167908,307.0,123.0,152.0,11.546751826917545
371,372,2012-01-07,1,1,1,0,6,0,1.0,0.393333,0.390779,0.531667,0.174758,18.0,123.0,152.0,11.546751826917545
372,373,2012-01-08,1,1,1,0,0,0,1.0,0.3375,0.340258,0.465,0.191542,599.0,123.0,152.0,11.546751826917545
373,374,2012-01-09,1,1,1,0,1,1,2.0,0.224167,0.247479,0.701667,0.0989,106.0,2270.0,2376.0,11.546751826917545
374,375,2012-01-10,1,1,1,0,2,1,1.0,0.308696,0.318826,0.646522,0.187552,173.0,123.0,152.0,11.546751826917545
375,376,2012-01-11,1,1,1,0,3,1,2.0,0.274167,0.282821,0.8475,0.131221,92.0,2085.0,2177.0,11.546751826917545
376,377,2012-01-12,1,1,1,0,4,1,2.0,0.3825,0.381938,0.802917,0.180967,269.0,123.0,152.0,11.546751826917545
377,378,2012-01-13,1,1,1,0,5,1,1.0,0.274167,0.249362,0.5075,0.378108,174.0,123.0,3214.0,11.546751826917545
378,379,2012-01-14,1,1,1,0,6,0,1.0,0.18,0.183087,0.4575,0.187183,333.0,2160.0,2493.0,11.546751826917545
379,380,2012-01-15,1,1,1,0,0,0,1.0,0.166667,0.161625,0.419167,0.251258,284.0,2027.0,2311.0,11.546751826917545
380,381,2012-01-16,1,1,1,1,1,0,1.0,0.19,0.190663,0.5225,0.231358,217.0,2081.0,2298.0,11.546751826917545
381,382,2012-01-17,1,1,1,0,2,1,2.0,0.373043,0.364278,0.716087,0.34913,127.0,123.0,2935.0,11.546751826917545
382,383,2012-01-18,1,1,1,0,3,1,1.0,0.303333,0.275254,0.443333,0.415429,109.0,123.0,152.0,11.546751826917545
383,384,2012-01-19,1,1,1,0,4,1,1.0,0.19,0.190038,0.4975,0.220158,130.0,123.0,152.0,11.546751826917545
384,385,2012-01-20,1,1,1,0,5,1,2.0,0.2175,0.220958,0.45,0.20275,115.0,123.0,3163.0,11.546751826917545
385,386,2012-01-21,1,1,1,0,6,0,2.0,0.173333,0.174875,0.83125,0.222642,67.0,1234.0,1301.0,11.546751826917545
386,387,2012-01-22,1,1,1,0,0,0,2.0,0.1625,0.16225,0.79625,0.199638,196.0,1781.0,1977.0,11.546751826917545
387,388,2012-01-23,1,1,1,0,1,1,2.0,0.218333,0.243058,0.91125,0.110708,145.0,2287.0,2432.0,11.546751826917545
388,389,2012-01-24,1,1,1,0,2,1,1.0,0.3425,0.349108,0.835833,0.123767,439.0,123.0,152.0,11.546751826917545
389,390,2012-01-25,1,1,1,0,3,1,1.0,0.294167,0.294821,0.64375,0.161071,467.0,123.0,152.0,11.546751826917545
390,391,2012-01-26,1,1,1,0,4,1,2.0,0.341667,0.35605,0.769583,0.0733958,244.0,123.0,152.0,11.546751826917545
391,392,2012-01-27,1,1,1,0,5,1,2.0,0.425,0.415383,0.74125,0.342667,269.0,123.0,152.0,11.546751826917545
392,393,2012-01-28,1,1,1,0,6,0,1.0,0.315833,0.326379,0.543333,0.210829,18.0,123.0,152.0,11.546751826917545
393,394,2012-01-29,1,1,1,0,0,0,1.0,0.2825,0.272721,0.31125,0.24005,558.0,123.0,152.0,11.546751826917545
394,395,2012-01-30,1,1,1,0,1,1,1.0,0.269167,0.262625,0.400833,0.215792,126.0,123.0,152.0,11.546751826917545
395,396,2012-01-31,1,1,1,0,2,1,1.0,0.39,0.381317,0.416667,0.261817,324.0,123.0,152.0,11.546751826917545
396,397,2012-02-01,1,1,2,0,3,1,1.0,0.469167,0.466538,0.507917,0.189067,304.0,123.0,152.0,11.546751826917545
397,398,2012-02-02,1,1,2,0,4,1,2.0,0.399167,0.398971,0.672917,0.187187,190.0,123.0,152.0,11.546751826917545
398,399,2012-02-03,1,1,2,0,5,1,1.0,0.313333,0.309346,0.526667,0.178496,310.0,123.0,152.0,11.546751826917545
399,400,2012-02-04,1,1,2,0,6,0,2.0,0.264167,0.272725,0.779583,0.121896,384.0,2448.0,2832.0,11.546751826917545
400,401,2012-02-05,1,1,2,0,0,0,2.0,0.265833,0.264521,0.687917,0.175996,318.0,123.0,2947.0,11.546751826917545
401,402,2012-02-06,1,1,2,0,1,1,1.0,0.282609,0.296426,0.622174,0.1538,206.0,123.0,152.0,11.546751826917545
402,403,2012-02-07,1,1,2,0,2,1,1.0,0.354167,0.361104,0.49625,0.147379,199.0,123.0,152.0,11.546751826917545
403,404,2012-02-08,1,1,2,0,3,1,2.0,0.256667,0.266421,0.722917,0.133721,109.0,123.0,2802.0,11.546751826917545
404,405,2012-02-09,1,1,2,0,4,1,1.0,0.265,0.261988,0.562083,0.194037,163.0,123.0,152.0,11.546751826917545
405,406,2012-02-10,1,1,2,0,5,1,2.0,0.280833,0.293558,0.54,0.116929,227.0,123.0,152.0,11.546751826917545
406,407,2012-02-11,1,1,2,0,6,0,3.0,0.224167,0.210867,0.73125,0.289796,192.0,1977.0,2169.0,11.546751826917545
407,408,2012-02-12,1,1,2,0,0,0,1.0,0.1275,0.101658,0.464583,0.409212,73.0,1456.0,1529.0,11.546751826917545
408,409,2012-02-13,1,1,2,0,1,1,1.0,0.2225,0.227913,0.41125,0.167283,94.0,123.0,152.0,11.546751826917545
409,410,2012-02-14,1,1,2,0,2,1,2.0,0.319167,0.333946,0.50875,0.141179,135.0,123.0,152.0,11.546751826917545
